Number,Lat,Lon,Landcover_classification,Corrected_Peat_thickness_m,Measured_Carbon_density_Mg_ha
1,0.85437,17.0609,Non-peat forming forest,0.1,NA
2,0.85441,17.06425,Savanna,0,NA
3,0.85438,17.06208,Non-peat forming forest,0,NA
4,0.85429,17.05993,Non-peat forming forest,0,NA
5,0.85451,17.05762,Non-peat forming forest,0,NA
6,0.85456,17.05541,Non-peat forming forest,0,NA
7,0.85473,17.05327,Non-peat forming forest,0,NA
8,0.8549,17.0509,Non-peat forming forest,0,NA
9,0.85488,17.0486,Non-peat forming forest,0,NA
10,0.85499,17.04635,Non-peat forming forest,0,NA
11,0.85496,17.04418,Non-peat forming forest,0,NA
12,0.85474,17.04201,Hardwood peat swamp forest,1.76,NA
13,0.85461,17.03969,Hardwood peat swamp forest,1.16,NA
14,0.85465,17.03743,Hardwood peat swamp forest,1.1,"1,397"
15,0.85483,17.03521,Hardwood peat swamp forest,1.29,NA
16,0.85502,17.03293,Palm peat swamp forest,1.76,NA
17,0.85495,17.03055,Palm peat swamp forest,1.64,NA
18,0.85493,17.0285,Palm peat swamp forest,1.5,"1,871"
19,0.85495,17.02628,Palm peat swamp forest,1.92,NA
20,0.85505,17.02402,Palm peat swamp forest,1.82,NA
21,0.85526,17.02171,Palm peat swamp forest,2.06,NA
22,0.85525,17.01961,Palm peat swamp forest,1.3,"1,289"
23,0.85536,17.01728,Palm peat swamp forest,1.22,NA
24,0.85514,17.01516,Palm peat swamp forest,0.77,NA
25,0.8553,17.01278,Palm peat swamp forest,2.5,NA
26,0.8555,17.0105,Palm peat swamp forest,1.5,"1,578"
27,1.90267,18.01689,Non-peat forming forest,0,NA
28,1.91111,18.01778,Non-peat forming forest,0,NA
29,1.91556,18.02133,Non-peat forming forest,0,NA
30,1.91689,18.03956,Non-peat forming forest,0,NA
31,1.91911,18.05156,Non-peat forming forest,0,NA
32,1.91242,18.01296,Non-peat forming forest,0,NA
33,1.91226,18.01075,Non-peat forming forest,0,NA
34,1.91176,18.00842,Non-peat forming forest,0,NA
35,1.91165,18.00632,Non-peat forming forest,0,NA
36,1.91127,18.004,Non-peat forming forest,0,NA
37,1.91092,18.00188,Non-peat forming forest,0,NA
38,1.91064,17.99951,Hardwood peat swamp forest,0.57,NA
39,1.91019,17.99738,Hardwood peat swamp forest,0.31,NA
40,1.90988,17.99501,Hardwood peat swamp forest,0.3,246
41,1.90962,17.9929,Hardwood peat swamp forest,0.82,NA
42,1.90921,17.99079,Hardwood peat swamp forest,0.87,NA
43,1.909,17.98853,Hardwood peat swamp forest,0.97,NA
44,1.90852,17.98628,Hardwood peat swamp forest,0.8,NA
45,1.90784,17.98426,Hardwood peat swamp forest,0.9,NA
46,1.90765,17.98192,Hardwood peat swamp forest,1.18,NA
47,1.90723,17.97952,Hardwood peat swamp forest,0.98,NA
48,1.90701,17.97768,Hardwood peat swamp forest,1.1,"1,770"
49,1.90654,17.9749,Hardwood peat swamp forest,2.05,NA
50,1.90636,17.97285,Hardwood peat swamp forest,1.92,NA
51,1.906,17.97069,Hardwood peat swamp forest,1.38,NA
52,1.90575,17.96861,Hardwood peat swamp forest,1.3,NA
53,1.90543,17.96639,Hardwood peat swamp forest,1.8,NA
54,1.9049,17.96421,Hardwood peat swamp forest,1.98,NA
55,1.90466,17.96196,Hardwood peat swamp forest,1.58,NA
56,1.90406,17.95954,Hardwood peat swamp forest,1.7,"2,597"
57,1.21447,17.48918,Hardwood peat swamp forest,2.16,NA
58,1.21369,17.49129,Hardwood peat swamp forest,2.21,NA
59,1.21317,17.49348,Hardwood peat swamp forest,2.28,NA
60,1.21264,17.4956,Hardwood peat swamp forest,2.47,NA
61,1.21228,17.49791,Hardwood peat swamp forest,2.33,NA
62,1.21174,17.50002,Hardwood peat swamp forest,2.99,NA
63,1.21134,17.50222,Hardwood peat swamp forest,2.53,NA
64,1.21104,17.50454,Hardwood peat swamp forest,2.01,NA
65,1.21054,17.50675,Hardwood peat swamp forest,2.43,NA
66,1.21002,17.50893,Hardwood peat swamp forest,2.48,NA
67,1.20961,17.51107,Hardwood peat swamp forest,3.07,NA
68,1.20921,17.51319,Hardwood peat swamp forest,2.77,NA
69,1.20887,17.51555,Hardwood peat swamp forest,2.67,NA
70,1.20842,17.51776,Hardwood peat swamp forest,2.81,NA
71,1.20786,17.51996,Hardwood peat swamp forest,2.64,NA
72,1.20752,17.52207,Hardwood peat swamp forest,3,"2,448"
73,1.20702,17.52427,Hardwood peat swamp forest,3.02,NA
74,1.20648,17.52641,Hardwood peat swamp forest,2.94,NA
75,1.20604,17.52864,Hardwood peat swamp forest,3.04,NA
76,1.20547,17.53098,Hardwood peat swamp forest,2.6,NA
77,1.20512,17.53324,Hardwood peat swamp forest,2.99,NA
78,1.20468,17.53527,Hardwood peat swamp forest,2.9,NA
79,1.20438,17.53757,Hardwood peat swamp forest,3.06,NA
80,1.20394,17.53983,Hardwood peat swamp forest,3.15,NA
81,1.20324,17.54186,Hardwood peat swamp forest,2.86,NA
82,1.20273,17.54408,Hardwood peat swamp forest,3.14,NA
83,1.20243,17.54625,Hardwood peat swamp forest,3.06,NA
84,1.20191,17.54853,Hardwood peat swamp forest,3.43,NA
85,1.2016,17.55073,Hardwood peat swamp forest,3.72,NA
86,1.20106,17.5529,Hardwood peat swamp forest,3.67,NA
87,1.20056,17.55519,Hardwood peat swamp forest,3.41,NA
88,1.20011,17.5575,Hardwood peat swamp forest,3.8,"2,441"
89,1.19987,17.55964,Hardwood peat swamp forest,3.42,NA
90,1.19938,17.56169,Hardwood peat swamp forest,3.43,NA
91,1.19905,17.56403,Hardwood peat swamp forest,4.03,NA
92,1.19856,17.56621,Hardwood peat swamp forest,4.02,NA
93,1.198,17.56838,Palm peat swamp forest,4.38,NA
94,1.19757,17.57036,Hardwood peat swamp forest,3.96,NA
95,1.1971,17.57277,Hardwood peat swamp forest,4.07,NA
96,1.19666,17.57492,Hardwood peat swamp forest,4.24,NA
97,1.19635,17.57708,Hardwood peat swamp forest,4.11,NA
98,1.19588,17.57936,Hardwood peat swamp forest,4.61,NA
99,1.1955,17.58153,Palm peat swamp forest,4.72,NA
100,1.19525,17.58392,Hardwood peat swamp forest,2.93,NA
101,1.19493,17.58597,Palm peat swamp forest,4.21,NA
102,1.19454,17.58824,Hardwood peat swamp forest,4.02,NA
103,1.19437,17.59038,Hardwood peat swamp forest,4.77,NA
104,1.19404,17.59263,Hardwood peat swamp forest,4.7,"2,830"
105,1.19352,17.5947,Palm peat swamp forest,4.71,NA
106,1.19305,17.59707,Palm peat swamp forest,5.06,NA
107,1.19265,17.59938,Hardwood peat swamp forest,5.02,NA
108,1.19243,17.6015,Hardwood peat swamp forest,4.98,NA
109,1.19195,17.6037,Palm peat swamp forest,5.07,NA
110,1.19149,17.60601,Palm peat swamp forest,5.14,NA
111,1.19097,17.60804,Hardwood peat swamp forest,5.13,NA
112,1.19024,17.61052,Hardwood peat swamp forest,5.09,NA
113,1.18997,17.61247,Palm peat swamp forest,5.03,NA
114,1.18953,17.61469,Hardwood peat swamp forest,5.15,NA
115,1.18903,17.61689,Hardwood peat swamp forest,5.51,NA
116,1.18854,17.61905,Palm peat swamp forest,5.26,NA
117,1.18804,17.62122,Palm peat swamp forest,4.75,NA
118,1.18755,17.62336,Palm peat swamp forest,4.81,NA
119,1.1871,17.62564,Palm peat swamp forest,5.9,NA
120,1.18667,17.62778,Hardwood peat swamp forest,5.5,"3,100"
121,1.18607,17.62998,Palm peat swamp forest,5.19,NA
122,1.18556,17.63227,Palm peat swamp forest,4.98,NA
123,1.18516,17.63443,Hardwood peat swamp forest,5.11,NA
124,1.18459,17.63664,Hardwood peat swamp forest,5.34,NA
125,1.18401,17.63886,Hardwood peat swamp forest,5.48,NA
126,1.18369,17.64109,Hardwood peat swamp forest,5.44,NA
127,1.18325,17.64324,Hardwood peat swamp forest,5.34,NA
128,1.18268,17.64547,Palm peat swamp forest,5.32,NA
129,1.18208,17.64752,Palm peat swamp forest,5.25,NA
130,1.18168,17.64968,Palm peat swamp forest,5.41,NA
131,1.18128,17.652,Hardwood peat swamp forest,5.8,NA
132,1.18081,17.65414,Hardwood peat swamp forest,5.1,NA
133,1.18028,17.65646,Palm peat swamp forest,5.03,NA
134,1.17971,17.65856,Palm peat swamp forest,5.01,NA
135,1.17932,17.66075,Palm peat swamp forest,4.91,NA
136,1.17876,17.66297,Palm peat swamp forest,5.2,"3,183"
137,1.22635,17.9126,Non-peat forming forest,0,NA
138,1.22595,17.91296,Non-peat forming forest,0,NA
139,1.21556,17.90311,Non-peat forming forest,0,NA
140,1.20533,17.89867,Non-peat forming forest,0,NA
141,1.204,17.88756,Non-peat forming forest,0,NA
142,1.20311,17.88,Non-peat forming forest,0,NA
143,1.19867,17.87689,Non-peat forming forest,0,NA
144,1.19156,17.84667,Hardwood peat swamp forest,NA,NA
145,1.2076,17.84645,Hardwood peat swamp forest,1.4,"1,607"
146,1.19859,17.87514,Non-peat forming forest,0,NA
147,1.19797,17.87296,Non-peat forming forest,0,NA
148,1.19757,17.87077,Non-peat forming forest,0,NA
149,1.19706,17.8685,Non-peat forming forest,0,NA
150,1.19691,17.86627,Non-peat forming forest,0,NA
151,1.19604,17.8641,Non-peat forming forest,0,NA
152,1.19588,17.86175,Hardwood peat swamp forest,0.49,NA
153,1.19563,17.85952,Hardwood peat swamp forest,2.01,NA
154,1.19469,17.85759,Hardwood peat swamp forest,0.3,269
155,1.19447,17.85542,Hardwood peat swamp forest,1.31,NA
156,1.19403,17.85313,Hardwood peat swamp forest,0.89,NA
157,1.19318,17.85081,Hardwood peat swamp forest,1.07,NA
158,1.19219,17.84897,Hardwood peat swamp forest,0.8,"1,132"
159,1.19122,17.84679,Hardwood peat swamp forest,1.69,NA
160,1.19086,17.84448,Hardwood peat swamp forest,1.75,NA
161,1.1906,17.84236,Palm peat swamp forest,1.76,NA
162,1.18999,17.84023,Palm peat swamp forest,1.5,"1,813"
163,1.18961,17.83802,Palm peat swamp forest,1.86,NA
164,1.18889,17.83556,Palm peat swamp forest,2.01,NA
165,1.18861,17.83372,Palm peat swamp forest,1.78,NA
166,1.18799,17.8315,Palm peat swamp forest,1.53,"2,177"
167,1.1877,17.82938,Palm peat swamp forest,2.06,NA
168,1.18748,17.8271,Palm peat swamp forest,2.29,NA
169,1.18698,17.82495,Palm peat swamp forest,2.27,NA
170,1.18627,17.82269,Palm peat swamp forest,2,"1,997"
171,1.1861,17.8205,Palm peat swamp forest,2.03,NA
172,1.18573,17.81821,Palm peat swamp forest,2.26,NA
173,1.18488,17.81619,Palm peat swamp forest,2.43,NA
174,1.1846,17.81385,Palm peat swamp forest,2.4,"2,122"
175,1.18404,17.81187,Palm peat swamp forest,2.38,NA
176,1.18367,17.80947,Palm peat swamp forest,2.64,NA
177,1.18306,17.80738,Palm peat swamp forest,2.71,NA
178,1.18261,17.80517,Palm peat swamp forest,2.76,"2,485"
179,1.18212,17.80305,Palm peat swamp forest,2.77,NA
180,1.18156,17.80085,Palm peat swamp forest,3.14,NA
181,1.18179,17.79837,Palm peat swamp forest,2.77,NA
182,1.18077,17.79632,Palm peat swamp forest,2.99,"2,269"
183,-0.24028,17.3582,Savanna,0,NA
184,-0.23957,17.35606,Non-peat forming forest,0,NA
185,-0.239,17.35378,Non-peat forming forest,0,NA
186,-0.23854,17.35159,Non-peat forming forest,0,NA
187,-0.23807,17.34937,Non-peat forming forest,0.1,NA
188,-0.23768,17.34715,Palm peat swamp forest,0.57,NA
189,-0.23713,17.34501,Palm peat swamp forest,0.72,NA
190,-0.23687,17.34282,Hardwood peat swamp forest,0.78,NA
191,-0.23628,17.34056,Hardwood peat swamp forest,0.8,829
192,-0.2357,17.33853,Hardwood peat swamp forest,1.25,NA
193,-0.23513,17.33627,Hardwood peat swamp forest,0.66,NA
194,-0.23468,17.33411,Palm peat swamp forest,0.96,NA
195,-0.23423,17.33187,Palm peat swamp forest,1.1,761
196,-0.2335,17.32976,Palm peat swamp forest,1.06,NA
197,-0.23303,17.32756,Palm peat swamp forest,1.37,NA
198,-0.23253,17.32534,Palm peat swamp forest,1.17,NA
199,-0.23203,17.32321,Palm peat swamp forest,1,909
200,-0.23151,17.32096,Palm peat swamp forest,1.83,NA
201,-0.23091,17.31881,Palm peat swamp forest,1.79,NA
202,-0.23043,17.31658,Palm peat swamp forest,2.74,NA
203,-0.22997,17.31444,Palm peat swamp forest,2.2,"1,640"
204,-0.24354,17.3697,Savanna,0,NA
205,-0.24376,17.37063,Savanna,0,NA
206,-0.24397,17.3715,Savanna,0,NA
207,-0.24413,17.37226,Savanna,0,NA
208,1.20391,17.44184,Non-peat forming forest,0,NA
209,1.2025,17.43449,Savanna,0.3,NA
210,1.20258,17.43678,Savanna,0,NA
211,1.20312,17.43898,Savanna,0,NA
212,1.20364,17.44114,Savanna,0,NA
213,1.20438,17.44325,Non-peat forming forest,0,NA
214,1.20475,17.44537,Non-peat forming forest,0,NA
215,1.20521,17.44774,Hardwood peat swamp forest,0.32,NA
216,1.20547,17.44989,Non-peat forming forest,0,NA
217,1.20608,17.45214,Palm peat swamp forest,0.5,622
218,1.20666,17.4543,Hardwood peat swamp forest,0.54,NA
219,1.20719,17.45639,Hardwood peat swamp forest,0.54,NA
220,1.20788,17.45861,Hardwood peat swamp forest,1.05,NA
221,1.20851,17.46087,Hardwood peat swamp forest,1.2,NA
222,1.2089,17.46299,Hardwood peat swamp forest,1.36,NA
223,1.20953,17.46514,Hardwood peat swamp forest,1.4,NA
224,1.21006,17.46715,Hardwood peat swamp forest,1.4,NA
225,1.21068,17.46953,Hardwood peat swamp forest,1.5,"2,119"
226,1.21116,17.47166,Hardwood peat swamp forest,1.87,NA
227,1.21175,17.47373,Hardwood peat swamp forest,1.68,NA
228,1.21243,17.47604,Hardwood peat swamp forest,1.48,NA
229,1.21286,17.47824,Hardwood peat swamp forest,1.7,NA
230,1.21348,17.48033,Hardwood peat swamp forest,2.2,NA
231,1.21397,17.48252,Hardwood peat swamp forest,2.07,NA
232,1.21465,17.48475,Hardwood peat swamp forest,1.93,NA
233,1.21508,17.48701,Hardwood peat swamp forest,2,"2,241"
234,1.48188,17.41708,Savanna,0,NA
235,1.48298,17.41848,Savanna,0,NA
236,1.48409,17.41991,Savanna,0,NA
237,1.48524,17.42134,Palm peat swamp forest,0.3,NA
238,1.48633,17.42274,Non-peat forming forest,0.17,NA
239,1.48742,17.42416,Palm peat swamp forest,0.5,NA
240,1.48858,17.42551,Non-peat forming forest,0.2,NA
241,1.48966,17.42694,Palm peat swamp forest,0.5,314
242,1.49081,17.42835,Palm peat swamp forest,1.1,"1,613"
243,1.49197,17.42975,Palm peat swamp forest,0.73,776
244,1.49312,17.4311,Hardwood peat swamp forest,1.1,"1,901"
245,1.49431,17.43248,Hardwood peat swamp forest,0.62,517
246,1.49533,17.43391,Hardwood peat swamp forest,0.47,801
247,1.49652,17.43534,Palm peat swamp forest,0.4,497
248,1.49764,17.43676,Palm peat swamp forest,0.37,NA
249,1.4987,17.43819,Non-peat forming forest,0.1,NA
250,1.4864,17.43515,Non-peat forming forest,0,NA
251,1.48575,17.43576,Non-peat forming forest,0,NA
252,1.47967,17.4296,Hardwood peat swamp forest,1.2,"1,760"
253,1.487,17.43821,Non-peat forming forest,0,NA
254,1.49228,17.42542,Palm peat swamp forest,0.9,"1,037"
255,1.4925,17.42449,Palm peat swamp forest,1.2,"1,558"
256,0.59467,17.84622,Non-peat forming forest,0,NA
257,0.60667,17.84933,Non-peat forming forest,0,NA
258,0.60044,17.84978,Non-peat forming forest,0,NA
259,0.59511,17.85244,Non-peat forming forest,0,NA
260,0.59886,17.84406,Non-peat forming forest,0,NA
261,0.59834,17.84186,Non-peat forming forest,0,NA
262,0.59785,17.83956,Non-peat forming forest,0,NA
263,0.59731,17.83743,Non-peat forming forest,0,NA
264,0.59707,17.83515,Non-peat forming forest,0,NA
265,0.59653,17.83295,Palm peat swamp forest,0.5,636
266,0.59597,17.8308,Hardwood peat swamp forest,0.37,NA
267,0.59542,17.82856,Hardwood peat swamp forest,0.73,NA
268,0.59485,17.82683,Non-peat forming forest,0.1,NA
269,0.59417,17.82427,Hardwood peat swamp forest,3.76,NA
270,0.59358,17.82214,Palm peat swamp forest,1.2,NA
271,0.59299,17.8199,Hardwood peat swamp forest,1.2,NA
272,0.5925,17.81775,Hardwood peat swamp forest,1,"1,107"
273,0.59196,17.81561,Palm peat swamp forest,1.83,NA
274,0.59152,17.81332,Palm peat swamp forest,1.08,NA
275,0.59076,17.81151,Palm peat swamp forest,1.09,NA
276,0.59036,17.80916,Palm peat swamp forest,2.4,"2,649"
277,0.58989,17.80687,Palm peat swamp forest,1.59,NA
278,0.5893,17.80474,Palm peat swamp forest,1.83,NA
279,0.58883,17.80255,Palm peat swamp forest,2.65,NA
280,0.5883,17.80032,Palm peat swamp forest,1.8,"2,039"
281,0.5877,17.79817,Palm peat swamp forest,2.49,NA
282,0.5872,17.79601,Palm peat swamp forest,2.59,NA
283,0.58676,17.79372,Palm peat swamp forest,2.79,NA
284,0.5861,17.79155,Palm peat swamp forest,2.5,"2,649"
285,1.91616,18.03627,Non-peat forming forest,0,NA
286,1.91684,18.0397,Non-peat forming forest,0,NA
287,1.91737,18.04326,Non-peat forming forest,0.1,NA
288,1.91798,18.04667,Non-peat forming forest,0,NA
289,1.9183,18.0488,Non-peat forming forest,0,NA
290,1.91882,18.05166,Non-peat forming forest,0,NA
291,1.91943,18.05567,Non-peat forming forest,0,NA
292,1.91983,18.05836,Non-peat forming forest,0,NA
293,-0.44095,18.52119,Savanna,0,NA
294,-0.44044,18.52458,Non-peat forming forest,0,NA
295,-0.43991,18.52378,Non-peat forming forest,0,NA
296,-0.44301,18.51953,Savanna,0,NA
297,-0.44464,18.51983,Savanna,0,NA
298,-0.44772,18.51844,Savanna,0,NA
299,-0.44093,18.52142,Non-peat forming forest,0,NA
300,-0.45198,18.52939,Water,NA,NA
301,-0.44071,18.52509,Non-peat forming forest,0,NA
302,-0.44112,18.5273,Non-peat forming forest,0.27,NA
303,-0.44149,18.52953,Non-peat forming forest,0.19,NA
304,-0.44152,18.53185,Hardwood peat swamp forest,0.3,95
305,-0.44182,18.54305,Hardwood peat swamp forest,0.6,352
306,-0.44193,18.54523,Hardwood peat swamp forest,1.6,NA
307,-0.44192,18.54745,Hardwood peat swamp forest,1.54,NA
308,-0.44199,18.5497,Hardwood peat swamp forest,1.89,NA
309,-0.44199,18.55193,Hardwood peat swamp forest,2.4,"1,943"
310,-0.442,18.55429,Hardwood peat swamp forest,2.14,NA
311,-0.44205,18.55655,Hardwood peat swamp forest,2.04,NA
312,-0.44216,18.55878,Hardwood peat swamp forest,2.17,NA
313,-0.44223,18.56092,Hardwood peat swamp forest,2.1,NA
314,-0.44226,18.56318,Hardwood peat swamp forest,1.63,NA
315,-0.44237,18.56545,Hardwood peat swamp forest,1.66,NA
316,-0.44869,18.51975,Savanna,0,NA
317,-0.4415,18.53206,Water,NA,NA
318,-0.44164,18.5333,Water,NA,NA
319,-0.44133,18.54093,Water,NA,NA
320,0.31692,18.79614,Savanna,0,NA
321,0.31722,18.79605,Water,NA,NA
322,0.31616,18.79683,Hardwood peat swamp forest,0.3,NA
323,0.31442,18.79817,Hardwood peat swamp forest,0.49,NA
324,0.31261,18.79968,Hardwood peat swamp forest,0.94,NA
325,0.31105,18.80132,Non-peat forming forest,0.15,NA
326,0.30946,18.80287,Hardwood peat swamp forest,1.2,"1,447"
327,0.30785,18.80439,Hardwood peat swamp forest,1.57,NA
328,0.30633,18.80585,Hardwood peat swamp forest,2.2,NA
329,0.30473,18.80748,Hardwood peat swamp forest,2.24,NA
330,0.3032,18.80919,Palm peat swamp forest,2.3,NA
331,0.30161,18.81085,Hardwood peat swamp forest,3.39,NA
332,0.29992,18.81223,Hardwood peat swamp forest,1.18,NA
333,0.29826,18.81378,Hardwood peat swamp forest,1.82,NA
334,0.29658,18.81528,Hardwood peat swamp forest,2,"2,425"
335,0.29494,18.81688,Hardwood peat swamp forest,2.52,NA
336,0.29331,18.81841,Hardwood peat swamp forest,3.02,NA
337,0.29177,18.8199,Hardwood peat swamp forest,2.72,NA
338,0.29007,18.82155,Hardwood peat swamp forest,3.6,NA
339,0.28833,18.82291,Hardwood peat swamp forest,2.4,NA
340,0.28677,18.82454,Hardwood peat swamp forest,3.02,NA
341,0.28505,18.82593,Hardwood peat swamp forest,4.02,NA
342,0.28348,18.82755,Hardwood peat swamp forest,3.9,"4,731"
343,0.29254,18.74953,Water,NA,NA
344,-0.29392,18.21257,Savanna,0,NA
345,-0.2906,18.22528,Savanna,0,NA
346,-0.29195,18.2264,Savanna,0,NA
347,-0.29363,18.21274,Savanna,0,NA
348,-0.29303,18.21037,Savanna,0,NA
349,-0.2918,18.20826,Savanna,0,NA
350,-0.29272,18.21032,Savanna,0,NA
351,-0.29502,18.22626,Savanna,0,NA
352,-0.28977,18.22165,Non-peat forming forest,0,NA
353,-0.29252,18.22088,Non-peat forming forest,0,NA
354,-0.28974,18.22194,Non-peat forming forest,0,NA
355,-0.28935,18.22365,Savanna,0,NA
356,-0.29321,18.22016,Hardwood peat swamp forest,2.75,NA
357,-0.28999,18.22109,Hardwood peat swamp forest,3.4,NA
358,-0.2973,18.20733,Non-peat forming forest,0,NA
359,-0.29867,18.20575,Non-peat forming forest,0,NA
360,-0.30026,18.20418,Hardwood peat swamp forest,1.29,NA
361,-0.30172,18.20244,Hardwood peat swamp forest,4.37,NA
362,-0.3032,18.20069,Hardwood peat swamp forest,4.1,NA
363,-0.30461,18.19898,Hardwood peat swamp forest,5.44,NA
364,-0.30612,18.19728,Hardwood peat swamp forest,5.62,NA
365,-0.30748,18.19565,Palm peat swamp forest,4.7,NA
366,-0.30911,18.19393,Palm peat swamp forest,4.3,"2,855"
367,-0.31053,18.19225,Palm peat swamp forest,4.88,NA
368,-0.31204,18.1905,Hardwood peat swamp forest,4.6,NA
369,-0.31342,18.18887,Palm peat swamp forest,4.7,NA
370,-0.31495,18.1871,Hardwood peat swamp forest,2.9,NA
371,-0.31645,18.18544,Palm peat swamp forest,1.86,NA
372,-0.31797,18.18385,Hardwood peat swamp forest,5.72,NA
373,-0.31947,18.18215,Hardwood peat swamp forest,5.78,NA
374,-0.32095,18.18046,Hardwood peat swamp forest,5.1,"3,561"
375,-0.32248,18.17873,Hardwood peat swamp forest,6.02,NA
376,-0.32399,18.17702,Hardwood peat swamp forest,5.74,NA
377,-0.32542,18.17533,Hardwood peat swamp forest,5.84,NA
378,-0.32684,18.17344,Hardwood peat swamp forest,6,"3,913"
379,-0.2947,18.22563,Savanna,0,NA
380,-0.09508,18.37901,Savanna,0,NA
381,-0.09553,18.37936,Savanna,0,NA
382,-0.1024,18.34101,Savanna,0,NA
383,-0.10668,18.33705,Savanna,0,NA
384,-0.10592,18.33655,Savanna,0,NA
