Number,Lat,Lon,Landcover_classification,Corrected_Peat_thickness_m,Measured_Carbon_density_Mg_ha
1022,0.98661,24.53856,Non-peat forming forest,0,NA
1023,0.2884,25.3339,Non-peat forming forest,0,NA
1024,0.2903,25.3338,Non-peat forming forest,0,NA
1025,0.2913,25.3339,Non-peat forming forest,0,NA
1026,0.2921,25.3339,Non-peat forming forest,0,NA
1027,0.293,25.3331,Non-peat forming forest,0,NA
1028,0.2939,25.3331,Non-peat forming forest,0,NA
1029,0.2931,25.3339,Non-peat forming forest,0,NA
1030,0.2939,25.334,Non-peat forming forest,0,NA
1031,0.2948,25.3332,Non-peat forming forest,0,NA
1032,0.2948,25.334,Non-peat forming forest,0,NA
1033,0.2956,25.3332,Non-peat forming forest,0,NA
1034,0.2966,25.3333,Non-peat forming forest,0,NA
1035,0.2957,25.3341,Non-peat forming forest,0,NA
1036,0.2965,25.3341,Non-peat forming forest,0,NA
1037,0.2974,25.3342,Non-peat forming forest,0,NA
1038,0.293,25.3322,Non-peat forming forest,0,NA
1039,0.294,25.3322,Non-peat forming forest,0,NA
1040,0.2948,25.3322,Non-peat forming forest,0,NA
1041,0.2966,25.3323,Non-peat forming forest,0,NA
1042,0.2975,25.3324,Non-peat forming forest,0,NA
1043,-0.62983,16.18388,Savanna,0,NA
1044,-1.25588,16.30855,Savanna,0,NA
1045,-0.7297,16.62821,Savanna,0,NA
1046,-1.2057,16.67319,Savanna,0,NA
1047,-2.09559,16.71159,Savanna,0,NA
1048,-1.01483,17.3657,Savanna,0,NA
1049,-1.99994,17.5679,Savanna,0,NA
1050,-0.71341,17.61708,Savanna,0,NA
1051,-1.52126,17.6691,Savanna,0,NA
1052,-1.71855,17.70129,Savanna,0,NA
1053,-0.61774,17.79927,Savanna,0,NA
1054,-0.57631,17.80419,Savanna,0,NA
1055,-1.73877,17.83315,Savanna,0,NA
1056,-0.57357,17.84253,Savanna,0,NA
1057,-1.7908,17.97512,Savanna,0,NA
1058,-0.61399,18.06876,Savanna,0,NA
1059,-2.8791,18.12504,Savanna,0,NA
1060,-0.68106,18.1994,Savanna,0,NA
1061,-0.69605,18.21875,Savanna,0,NA
1062,-0.67479,18.24363,Savanna,0,NA
1063,-0.64545,18.25202,Savanna,0,NA
1064,-0.60725,18.25412,Savanna,0,NA
1065,0.09347,18.29046,Savanna,0,NA
1066,0.11483,18.29588,Savanna,0,NA
1067,0.00502,18.3256,Savanna,0,NA
1068,0.20269,18.32569,Savanna,0,NA
1069,0.13289,18.32917,Savanna,0,NA
1070,0.00899,18.33152,Savanna,0,NA
1071,-0.00875,18.33858,Savanna,0,NA
1072,0.22706,18.33888,Savanna,0,NA
1073,0.14978,18.34238,Savanna,0,NA
1074,0.04771,18.34408,Savanna,0,NA
1075,0.12619,18.3454,Savanna,0,NA
1076,-0.00287,18.34908,Savanna,0,NA
1077,0.03983,18.35106,Savanna,0,NA
1078,-0.05111,18.35411,Savanna,0,NA
1079,0.0442,18.35581,Savanna,0,NA
1080,-0.06218,18.35754,Savanna,0,NA
1081,0.14395,18.3606,Savanna,0,NA
1082,-0.07372,18.36172,Savanna,0,NA
1083,0.04019,18.36199,Savanna,0,NA
1084,-0.00062,18.36583,Savanna,0,NA
1085,0.17848,18.36669,Savanna,0,NA
1086,0.16897,18.36748,Savanna,0,NA
1087,0.22926,18.36765,Savanna,0,NA
1088,0.24266,18.37251,Savanna,0,NA
1089,0.04585,18.37349,Savanna,0,NA
1090,0.02251,18.37398,Savanna,0,NA
1091,0.04144,18.38019,Savanna,0,NA
1092,0.04964,18.38162,Savanna,0,NA
1093,0.25693,18.40138,Savanna,0,NA
1094,-0.03816,18.4168,Savanna,0,NA
1095,0.25603,18.4302,Savanna,0,NA
1096,-0.05286,18.45894,Savanna,0,NA
1097,-0.05623,18.49687,Savanna,0,NA
1098,-0.0667,18.51392,Savanna,0,NA
1099,-2.0558,18.76344,Savanna,0,NA
1100,-0.15221,18.80034,Savanna,0,NA
1101,-2.86303,19.20989,Savanna,0,NA
1102,3.13515,19.29416,Savanna,0,NA
1103,2.40412,19.50206,Savanna,0,NA
1104,1.92277,19.5172,Savanna,0,NA
1105,2.76183,19.95431,Savanna,0,NA
1106,2.29044,20.4896,Savanna,0,NA
1107,2.31955,20.59651,Savanna,0,NA
1108,-3.09235,21.95916,Savanna,0,NA
1109,-3.13821,23.01914,Savanna,0,NA
1110,-3.05089,23.67039,Savanna,0,NA
1111,-2.69324,23.94084,Savanna,0,NA
1112,-2.75615,23.95433,Savanna,0,NA
1113,-1.92125,23.96412,Savanna,0,NA
1114,-1.85591,24.09226,Savanna,0,NA
1115,-2.18655,24.28622,Savanna,0,NA
1116,-2.27891,24.31735,Savanna,0,NA
1117,-2.62751,24.34728,Savanna,0,NA
1118,-2.99677,24.93394,Savanna,0,NA
1119,-2.79719,25.07131,Savanna,0,NA
1120,-2.98129,25.08176,Savanna,0,NA
1121,-2.52795,25.12929,Savanna,0,NA
1122,-2.58009,25.1424,Savanna,0,NA
1123,-2.70052,25.16422,Savanna,0,NA
1124,-2.58897,25.16481,Savanna,0,NA
1125,-2.89988,25.18913,Savanna,0,NA
1126,-2.55696,25.20855,Savanna,0,NA
1127,-2.48549,25.22793,Savanna,0,NA
1128,-2.67443,25.26073,Savanna,0,NA
1129,-2.85622,25.28902,Savanna,0,NA
1130,1.30267,16.99111,Savanna,0,NA
1131,1.28578,16.99956,Savanna,0,NA
1132,1.16,17,Savanna,0,NA
1133,1.25067,17.00489,Savanna,0,NA
1134,1.19378,17.00756,Savanna,0,NA
1135,1.12889,17.02133,Savanna,0,NA
1136,1.05333,17.05067,Savanna,0,NA
1137,1.00222,17.05644,Savanna,0,NA
1138,0.89244,17.07822,Savanna,0,NA
1139,0.80756,17.10578,Savanna,0,NA
1140,0.73378,17.11467,Savanna,0,NA
1141,0.952,17.12933,Savanna,0,NA
1142,0.99511,17.144,Savanna,0,NA
1143,0.65422,17.152,Savanna,0,NA
1144,-0.852,17.17156,Savanna,0,NA
1145,1.036,17.20578,Savanna,0,NA
1146,-0.71022,17.25289,Savanna,0,NA
1147,0.50222,17.27467,Savanna,0,NA
1148,1.08267,17.31422,Savanna,0,NA
1149,1.12178,17.33467,Savanna,0,NA
1150,1.68889,17.34578,Savanna,0,NA
1151,-0.37556,17.35067,Savanna,0,NA
1152,-0.24222,17.364,Savanna,0,NA
1153,-0.24044,17.37244,Savanna,0,NA
1154,1.65689,17.37378,Savanna,0,NA
1155,1.53689,17.38178,Savanna,0,NA
1156,0.41689,17.39156,Savanna,0,NA
1157,1.50489,17.39689,Savanna,0,NA
1158,-0.15956,17.39956,Savanna,0,NA
1159,-0.11422,17.40978,Savanna,0,NA
1160,-0.26356,17.41333,Savanna,0,NA
1161,1.48222,17.41689,Savanna,0,NA
1162,1.48311,17.41822,Savanna,0,NA
1163,1.48444,17.41956,Savanna,0,NA
1164,1.47644,17.42356,Savanna,0,NA
1165,0.01467,17.43333,Savanna,0,NA
1166,1.24311,17.436,Savanna,0,NA
1167,1.35689,17.44133,Savanna,0,NA
1168,1.43733,17.44356,Savanna,0,NA
1169,1.31644,17.444,Savanna,0,NA
1170,1.376,17.46133,Savanna,0,NA
1171,0.24089,17.46356,Savanna,0,NA
1172,0.07156,17.48,Savanna,0,NA
1173,0.09778,17.48756,Savanna,0,NA
1174,1.01733,17.77511,Savanna,0,NA
1175,0.97067,17.812,Savanna,0,NA
1176,0.55289,17.87067,Savanna,0,NA
1177,1.21733,17.92311,Savanna,0,NA
1178,1.21689,17.92622,Savanna,0,NA
1179,1.62,17.98267,Savanna,0,NA
1180,0.51422,18.00756,Savanna,0,NA
1181,0.57956,18.01156,Savanna,0,NA
1182,1.05156,18.21644,Savanna,0,NA
1183,1.67111,18.47956,Savanna,0,NA
1184,1.32578,18.70489,Savanna,0,NA
1185,1.44222,18.86844,Savanna,0,NA
1186,-0.46287,17.80508,Water,NA,NA
1187,-0.58413,17.83006,Water,NA,NA
1188,-0.59222,17.88888,Water,NA,NA
1189,-0.65827,17.99057,Water,NA,NA
1190,-0.26358,18.01577,Water,NA,NA
1191,-0.20564,18.07652,Water,NA,NA
1192,-0.81684,18.07849,Water,NA,NA
1193,-0.58061,18.08726,Water,NA,NA
1194,-0.67885,18.08915,Water,NA,NA
1195,-0.13585,18.11617,Water,NA,NA
1196,-0.94202,18.1248,Water,NA,NA
1197,-0.05318,18.16372,Water,NA,NA
1198,-1.75955,18.23321,Water,NA,NA
1199,0.07652,18.27907,Water,NA,NA
1200,-2.41466,18.30276,Water,NA,NA
1201,-2.07496,18.32824,Water,NA,NA
1202,0.05668,18.3367,Water,NA,NA
1203,-0.065,18.35717,Water,NA,NA
1204,0.12197,18.36322,Water,NA,NA
1205,0.13099,18.36518,Water,NA,NA
1206,0.02287,18.36932,Water,NA,NA
1207,0.18644,18.3732,Water,NA,NA
1208,0.05337,18.38056,Water,NA,NA
1209,-0.10029,18.38414,Water,NA,NA
1210,-0.04316,18.39845,Water,NA,NA
1211,-0.1194,18.40387,Water,NA,NA
1212,-1.64107,18.4059,Water,NA,NA
1213,0.25093,18.44471,Water,NA,NA
1214,-0.04376,18.44644,Water,NA,NA
1215,-0.13627,18.45577,Water,NA,NA
1216,0.28351,18.4581,Water,NA,NA
1217,0.26961,18.48541,Water,NA,NA
1218,0.27401,18.50042,Water,NA,NA
1219,0.26189,18.51988,Water,NA,NA
1220,-0.1428,18.52198,Water,NA,NA
1221,0.26344,18.53079,Water,NA,NA
1222,-0.15109,18.53557,Water,NA,NA
1223,0.32023,18.54868,Water,NA,NA
1224,-0.33552,18.55369,Water,NA,NA
1225,-0.14868,18.5537,Water,NA,NA
1226,-0.35099,18.56481,Water,NA,NA
1227,-1.52408,18.56481,Water,NA,NA
1228,-0.09532,18.57032,Water,NA,NA
1229,-0.19634,18.57638,Water,NA,NA
1230,-0.20192,18.57904,Water,NA,NA
1231,-0.22104,18.58605,Water,NA,NA
1232,-2.05373,18.58921,Water,NA,NA
1233,0.27857,18.59921,Water,NA,NA
1234,0.26777,18.61355,Water,NA,NA
1235,0.86129,18.65246,Water,NA,NA
1236,0.28148,18.65411,Water,NA,NA
1237,-1.46012,18.67932,Water,NA,NA
1238,-0.10614,18.68173,Water,NA,NA
1239,0.33064,18.68442,Water,NA,NA
1240,-1.84888,18.71476,Water,NA,NA
1241,-1.55319,18.72572,Water,NA,NA
1242,0.30406,18.73123,Water,NA,NA
1243,-1.53822,18.8431,Water,NA,NA
1244,-1.72373,18.84702,Water,NA,NA
1245,0.31915,18.85669,Water,NA,NA
1246,1.0375,18.8737,Water,NA,NA
1247,-0.25975,18.89632,Water,NA,NA
1248,-0.26222,18.98912,Water,NA,NA
1249,-0.3455,19.02819,Water,NA,NA
1250,1.55391,19.09502,Water,NA,NA
1251,0.33585,19.11188,Water,NA,NA
1252,-0.42002,19.32866,Water,NA,NA
1253,0.35851,19.35296,Water,NA,NA
1254,1.27853,19.46659,Water,NA,NA
1255,0.43261,19.59274,Water,NA,NA
1256,-1.009,19.61414,Water,NA,NA
1257,0.42467,19.69764,Water,NA,NA
1258,-0.25509,19.78875,Water,NA,NA
1259,1.92414,20.03006,Water,NA,NA
1260,1.99588,20.75203,Water,NA,NA
1261,-0.34637,20.76372,Water,NA,NA
1262,1.4082,23.40309,Water,NA,NA
1263,0.74675,24.37886,Water,NA,NA
1264,-0.12133,16.43778,Water,NA,NA
1265,-0.75067,16.54889,Water,NA,NA
1266,-0.34622,16.57378,Water,NA,NA
1267,-0.48089,16.62267,Water,NA,NA
1268,-0.71511,16.64267,Water,NA,NA
1269,-1.59422,16.67244,Water,NA,NA
1270,-1.59467,16.67289,Water,NA,NA
1271,-1.59378,16.67289,Water,NA,NA
1272,-1.59422,16.67333,Water,NA,NA
1273,-1.59378,16.67378,Water,NA,NA
1274,-1.59333,16.67422,Water,NA,NA
1275,-0.82756,16.71156,Water,NA,NA
1276,0.49156,16.73689,Water,NA,NA
1277,-0.99511,16.75244,Water,NA,NA
1278,-1.14622,16.79822,Water,NA,NA
1279,-1.23511,16.80533,Water,NA,NA
1280,-1.10178,17.05822,Water,NA,NA
1281,-1.10133,17.05867,Water,NA,NA
1282,0.83733,17.08178,Water,NA,NA
1283,0.86222,17.09467,Water,NA,NA
1284,0.73378,17.12844,Water,NA,NA
1285,-0.86978,17.14044,Water,NA,NA
1286,0.21956,17.14267,Water,NA,NA
1287,-0.49022,17.15111,Water,NA,NA
1288,1.35467,17.15244,Water,NA,NA
1289,1.01911,17.16444,Water,NA,NA
1290,-0.60711,17.28267,Water,NA,NA
1291,0.50933,17.28933,Water,NA,NA
1292,-0.35822,17.35867,Water,NA,NA
1293,-0.24667,17.38444,Water,NA,NA
1294,-0.15822,17.39333,Water,NA,NA
1295,0.29111,17.396,Water,NA,NA
1296,1.19244,17.40667,Water,NA,NA
1297,0,17.44533,Water,NA,NA
1298,1.356,17.45689,Water,NA,NA
1299,1.384,17.47511,Water,NA,NA
1300,0.07556,17.47644,Water,NA,NA
1301,0.09556,17.47956,Water,NA,NA
1302,-0.77511,17.51422,Water,NA,NA
1303,-0.51644,17.708,Water,NA,NA
1304,0.64178,17.85822,Water,NA,NA
1305,-0.40711,17.87156,Water,NA,NA
1306,1.21422,17.93111,Water,NA,NA
1307,1.21556,17.93244,Water,NA,NA
1308,1.24978,17.94089,Water,NA,NA
1309,1.28356,17.94533,Water,NA,NA
1310,1.35467,17.96178,Water,NA,NA
1311,0.59822,18.00044,Water,NA,NA
1312,-0.19333,18.008,Water,NA,NA
1313,-0.68578,18.04267,Water,NA,NA
1314,1.59244,18.06489,Water,NA,NA
1315,2.19156,18.08578,Water,NA,NA
1316,0.79956,18.10089,Water,NA,NA
1317,-0.11467,18.11956,Water,NA,NA
1318,0.07289,18.27333,Water,NA,NA
1319,0.37733,18.30444,Water,NA,NA
1320,-1.668,18.308,Water,NA,NA
1321,0.72222,18.34756,Water,NA,NA
1322,-0.05422,18.47111,Water,NA,NA
1323,3.05689,18.528,Water,NA,NA
1324,-1.556,18.54044,Water,NA,NA
1325,-1.55511,18.54133,Water,NA,NA
1326,-1.55556,18.54178,Water,NA,NA
1327,-0.16,18.56844,Water,NA,NA
1328,-0.15956,18.56933,Water,NA,NA
1329,-0.15911,18.56978,Water,NA,NA
1330,-0.15956,18.57067,Water,NA,NA
1331,1.25822,18.68622,Water,NA,NA
1332,-0.10711,18.76711,Water,NA,NA
1333,-0.27333,18.93956,Water,NA,NA
1334,-0.23333,19.32133,Water,NA,NA
1335,1.89644,19.86311,Water,NA,NA
1336,-0.26756,20.16356,Water,NA,NA
1337,2.13156,21.51333,Water,NA,NA
1338,1.89289,22.94667,Water,NA,NA
1339,-2.99324,25.23624,Non-peat forming forest,0,NA
1340,-3.10883,25.24627,Non-peat forming forest,0,NA
1341,-3.13435,25.34121,Non-peat forming forest,0,NA
1342,-3.14417,25.34173,Non-peat forming forest,0,NA
1343,-3.16807,25.35638,Non-peat forming forest,0,NA
1344,-3.16299,25.35458,Non-peat forming forest,0,NA
1345,-3.16138,25.35511,Non-peat forming forest,0,NA
1346,-3.15038,25.38843,Non-peat forming forest,0,NA
1347,-3.14714,25.38556,Non-peat forming forest,0,NA
1348,-3.14519,25.38388,Non-peat forming forest,0,NA
1349,-3.08121,25.52633,Non-peat forming forest,0,NA
1350,-3.0829,25.53087,Non-peat forming forest,0,NA
1351,-2.98713,25.23463,Non-peat forming forest,0,NA
1352,-3.10737,25.24548,Non-peat forming forest,0,NA
1353,-3.08388,25.53199,Non-peat forming forest,0,NA
1354,-3.04047,25.54453,Non-peat forming forest,0,NA
1355,-3.04169,25.54382,Non-peat forming forest,0,NA
1356,-3.04193,25.54291,Non-peat forming forest,0,NA
1357,-3.05551,25.5374,Non-peat forming forest,0,NA
1358,-3.05619,25.53703,Non-peat forming forest,0,NA
1359,-3.18444,25.59861,Non-peat forming forest,0,NA
1360,-3.02496,25.52167,Non-peat forming forest,0,NA
1361,-3.02533,25.5205,Non-peat forming forest,0,NA
1362,-3.02925,25.51641,Non-peat forming forest,0,NA
1363,-3.10614,25.24494,Non-peat forming forest,0,NA
1364,-3.03014,25.51927,Non-peat forming forest,0,NA
1365,-3.13575,25.31343,Non-peat forming forest,0,NA
1366,-3.13649,25.31349,Non-peat forming forest,0,NA
1367,-3.13696,25.31466,Non-peat forming forest,0,NA
1368,-3.13477,25.32269,Non-peat forming forest,0,NA
1369,-3.13551,25.32354,Non-peat forming forest,0,NA
1370,-3.13403,25.34236,Non-peat forming forest,0,NA
1371,-3.00837,24.91437,Savanna,0,NA
1372,-2.23132,25.65327,Savanna,0,NA
1373,-2.94452,24.92194,Savanna,0,NA
1374,-1.14264,25.45154,Non-peat forming forest,0,NA
1375,-0.51224,25.00935,Savanna,0,NA
1376,-0.37363,25.36205,Non-peat forming forest,0,NA
1377,-2.01058,24.27451,Savanna,0,NA
1378,-2.09817,25.55994,Savanna,0,NA
1379,-0.36185,25.28679,Non-peat forming forest,0,NA
1380,-1.26341,25.36243,Savanna,0,NA
1381,-2.83865,25.03159,Non-peat forming forest,0,NA
1382,-1.09686,25.42982,Savanna,0,NA
1383,-0.74221,25.3293,Savanna,0,NA
1384,-1.35689,25.46816,Savanna,0,NA
1385,-1.21695,25.42041,Savanna,0,NA
1386,-1.21582,25.43443,Savanna,0,NA
1387,-1.24608,25.49113,Non-peat forming forest,0,NA
1388,-0.94785,25.56466,Non-peat forming forest,0,NA
1389,-0.77449,24.86414,Savanna,0,NA
1390,-0.6154,25.42461,Non-peat forming forest,0,NA
1391,-1.24561,25.38837,Savanna,0,NA
1392,-1.26133,25.49574,Savanna,0,NA
1393,-1.28105,25.50802,Savanna,0,NA
1394,-0.39244,25.38687,Non-peat forming forest,0,NA
1395,-0.79718,24.94192,Non-peat forming forest,0,NA
1396,-0.71617,25.1107,Savanna,0,NA
1397,-0.73503,25.01373,Savanna,0,NA
1398,-0.42463,25.31818,Savanna,0,NA
1399,-0.51259,25.22761,Savanna,0,NA
1400,-0.58261,25.41527,Non-peat forming forest,0,NA
1401,-0.73574,24.98479,Savanna,0,NA
1402,-0.5777,25.17373,Savanna,0,NA
1403,-0.51748,24.99223,Non-peat forming forest,0,NA
1404,-0.51795,25.31778,Savanna,0,NA
1405,-0.56261,25.24307,Savanna,0,NA
1406,-0.45898,25.13294,Non-peat forming forest,0,NA
1407,-0.49207,25.35951,Non-peat forming forest,0,NA
1408,-0.46101,25.264,Savanna,0,NA
1409,-0.54212,24.97167,Non-peat forming forest,0,NA
1410,-0.49135,25.07047,Non-peat forming forest,0,NA
1411,-0.57764,25.18287,Non-peat forming forest,0,NA
1412,-0.62371,24.84461,Non-peat forming forest,0,NA
1413,-0.69301,25.12702,Savanna,0,NA
1414,-0.73318,25.05787,Non-peat forming forest,0,NA
1415,-0.65143,25.15394,Savanna,0,NA
1416,-1.99715,24.31434,Savanna,0,NA
1417,-1.30188,25.3605,Savanna,0,NA
1418,-2.28913,25.65904,Savanna,0,NA
1419,-2.60314,24.88353,Savanna,0,NA
1420,-1.26356,25.34918,Savanna,0,NA
1421,-2.1957,25.70558,Savanna,0,NA
1422,-3.13187,24.99186,Non-peat forming forest,0,NA
1423,-3.13073,25.00739,Savanna,0,NA
1424,-1.9654,24.35934,Savanna,0,NA
1425,-0.44085,25.29828,Non-peat forming forest,0,NA
1426,-2.09768,25.5812,Savanna,0,NA
1427,-2.10167,25.01292,Savanna,0,NA
1428,-2.3322,25.65268,Savanna,0,NA
1429,-1.98349,25.10579,Savanna,0,NA
1430,-1.03253,24.77494,Non-peat forming forest,0,NA
1431,-2.63606,25.34027,Savanna,0,NA
1432,-2.98648,25.05308,Savanna,0,NA
1433,-3.08598,25.48314,Savanna,0,NA
1434,-3.00828,25.71637,Savanna,0,NA
1435,-3.1338,25.30526,Savanna,0,NA
1436,-2.53976,25.71094,Savanna,0,NA
1437,-2.96844,25.40156,Savanna,0,NA
1438,-2.88812,24.78819,Savanna,0,NA
1439,-3.18221,24.8854,Savanna,0,NA
1440,-1.06508,24.44762,Savanna,0,NA
1441,-1.9611,24.2267,Savanna,0,NA
1442,-2.93319,24.89373,Savanna,0,NA
1443,-3.00189,25.66429,Non-peat forming forest,0,NA
1444,-2.11345,25.60831,Savanna,0,NA
1445,-2.48992,25.69448,Savanna,0,NA
1446,-1.78785,24.24734,Savanna,0,NA
1447,-1.72819,24.25262,Savanna,0,NA
1448,-0.55229,24.87277,Savanna,0,NA
1449,-1.91187,24.23074,Savanna,0,NA
1450,-2.55418,25.68338,Non-peat forming forest,0,NA
1451,-1.3284,25.52243,Non-peat forming forest,0,NA
1452,-2.39682,25.66978,Savanna,0,NA
1453,-3.12294,24.83364,Savanna,0,NA
1454,-2.04929,25.1918,Non-peat forming forest,0,NA
1455,-1.36487,25.45715,Savanna,0,NA
1456,-2.63093,25.47489,Savanna,0,NA
1457,-2.5193,25.69266,Savanna,0,NA
1458,-2.06187,25.16593,Non-peat forming forest,0,NA
1459,-3.39842,24.42134,Savanna,0,NA
1460,-2.74669,25.10081,Savanna,0,NA
1461,-0.90564,25.41223,Savanna,0,NA
1462,-2.31113,25.65804,Savanna,0,NA
1463,-1.37149,25.45037,Savanna,0,NA
1464,-1.41241,25.42633,Savanna,0,NA
1465,-1.40019,25.72641,Savanna,0,NA
1466,-2.26744,25.6517,Savanna,0,NA
1467,-3.05546,24.86035,Savanna,0,NA
1468,-2.55277,25.69867,Savanna,0,NA
1469,-1.38965,25.71324,Savanna,0,NA
1470,-2.57533,25.72419,Savanna,0,NA
1471,-3.13619,25.10157,Savanna,0,NA
1472,-3.10859,25.18141,Savanna,0,NA
1473,-0.74265,24.20412,Savanna,0,NA
1474,-3.10419,25.28115,Savanna,0,NA
1475,-1.30263,24.15324,Savanna,0,NA
1476,-1.20765,24.29259,Savanna,0,NA
1477,-2.68916,25.57474,Non-peat forming forest,0,NA
1478,-0.99367,25.46061,Non-peat forming forest,0,NA
1479,-0.71537,24.83232,Savanna,0,NA
1480,-3.13524,25.4059,Savanna,0,NA
1481,-1.02556,24.72483,Non-peat forming forest,0,NA
1482,-2.85134,25.4795,Savanna,0,NA
1483,-2.84605,24.77353,Savanna,0,NA
1484,-1.02262,24.41288,Savanna,0,NA
1485,-3.00039,25.58237,Savanna,0,NA
1486,-0.61662,24.21477,Savanna,0,NA
1487,-2.64174,24.80551,Savanna,0,NA
1488,-1.34774,25.23387,Savanna,0,NA
1489,-2.56653,25.3625,Non-peat forming forest,0,NA
1490,-2.99956,25.5965,Non-peat forming forest,0,NA
1491,-2.93497,25.41848,Non-peat forming forest,0,NA
1492,-3.12361,24.95982,Savanna,0,NA
1493,-2.11275,25.02903,Savanna,0,NA
1494,-2.57994,25.60916,Savanna,0,NA
1495,-1.28882,24.22952,Non-peat forming forest,0,NA
1496,-1.04317,24.28644,Savanna,0,NA
1497,-2.77526,25.48998,Savanna,0,NA
1498,-2.57591,24.94388,Savanna,0,NA
1499,-3.15055,25.35567,Savanna,0,NA
1500,-3.09229,25.24533,Savanna,0,NA
1501,-3.10326,25.21885,Non-peat forming forest,0,NA
1502,-1.32415,25.67684,Savanna,0,NA
1503,-3.12712,25.16223,Savanna,0,NA
1504,-2.62418,25.39902,Savanna,0,NA
1505,-2.91174,25.45343,Savanna,0,NA
1506,-1.02067,24.73933,Non-peat forming forest,0,NA
1507,-1.42136,24.0719,Non-peat forming forest,0,NA
1508,-1.32589,25.55298,Savanna,0,NA
1509,-1.30508,25.52229,Non-peat forming forest,0,NA
1510,-1.32278,25.65736,Savanna,0,NA
1511,-3.15168,24.73264,Savanna,0,NA
1512,-0.37562,25.32689,Non-peat forming forest,0,NA
1513,-2.3623,25.65999,Savanna,0,NA
1514,-1.05916,25.6173,Savanna,0,NA
1515,-1.42027,25.29637,Non-peat forming forest,0,NA
1516,-0.4286,25.17283,Savanna,0,NA
1517,-1.35894,25.70023,Savanna,0,NA
1518,-1.9087,25.10547,Savanna,0,NA
1519,-2.79959,25.48626,Savanna,0,NA
1520,-2.59022,25.56339,Non-peat forming forest,0,NA
1521,-1.08675,24.80795,Non-peat forming forest,0,NA
1522,-2.61885,24.86339,Savanna,0,NA
1523,-1.06893,24.24145,Savanna,0,NA
1524,-3.02988,25.53797,Savanna,0,NA
1525,-0.86385,24.5734,Non-peat forming forest,0,NA
1526,-2.99853,25.61244,Savanna,0,NA
1527,-2.43121,25.67782,Non-peat forming forest,0,NA
1528,-2.53609,25.3261,Savanna,0,NA
1529,-2.32976,25.69597,Savanna,0,NA
1530,-3.0643,25.50654,Savanna,0,NA
1531,-0.5072,24.22713,Savanna,0,NA
1532,-2.58188,24.92211,Savanna,0,NA
1533,-1.02532,24.35876,Savanna,0,NA
1534,-0.98295,24.31141,Non-peat forming forest,0,NA
1535,-0.95299,24.27598,Non-peat forming forest,0,NA
1536,-3.14514,25.34344,Savanna,0,NA
1537,-0.79824,24.21496,Savanna,0,NA
1538,-2.82634,25.4835,Savanna,0,NA
1539,-2.10069,25.71163,Savanna,0,NA
1540,-2.56151,25.00454,Savanna,0,NA
1541,-0.55408,24.92265,Savanna,0,NA
1542,-2.63088,24.83907,Savanna,0,NA
